Adam|Bahir|ABahir1|765987543448
Adam|Deconda|ADeconda1|345*765235
Adam|Deconda|ADeconda2|pink987xyz455
Adam|Golla|AGolla1|dog654876133
Adam|Hinkes|AHinkes2|342987543382
Adam|Sadanandam|ASadanandam1|bluelovescar77
Adam|Vichirko|AVichirko1|bob654blue326
Adam|Yepikhin|AYepikhin1|bluehatesdog985
Afzal|Dantala|ADantala1|house/house367
Afzal|Lee|ALee2|green*dog520
Afzal|Majeed|AMajeed1|blue765green132
Afzal|Rubbo|ARubbo1|cat543123322
Alan|Beltas|ABeltas1|xyz456456366
Alan|Clarkson|AClarkson1|987654cat58
Alan|Duval|ADuval1|xyz*765205
Alan|Lee|ALee1|456*car345
Alan|Winter|AWinter1|cathatescar583
Alan|Winter|AWinter2|321123alice766
Alan|Zhang|AZhang5|234*654623
Alan|Zhu|AZhu1|alice789543313
Alexander|Lam|ALam1|doghates234535
Alexander|Newton|ANewton1|cat321cat67
Alexander|Semcheski|ASemcheski1|123543321946
Alexander|Skeoch|ASkeoch1|xyz/cat544
Alexander|Zhang|AZhang1|456reads123732
Alexander|Zhu|AZhu2|pink12387650
Alexei|Madappa|AMadappa1|123987456821
Alexei|Mark|AMark1|456smellshouse478
Alexei|Shin|AShin1|pink345234500
Alexei|Sycip|ASycip1|car987red73
Alexei|Zhang|AZhang2|321654xyz674
Alice|Banks|ABanks1|pink765123315
Alice|Dowhy|ADowhy1|543543pink100
Alice|Kurtzberg|AKurtzberg1|blue987987863
Alice|Nagy|ANagy1|car%123860
Alice|Rizzi|ARizzi1|234543789183
Alice|Zhu|AZhu3|housereadsalice210
Andrei|Patel|APatel1|654543red167
Andrew|Alekseyev|AAlekseyev1|234reads456931
Andrew|Hinkes|AHinkes1|876432342421
Andrew|Rizzi|ARizzi2|654876654590
Andrew|Roy|ARoy1|765342432976
Andrew|Zhang|AZhang3|pink34578951
Anton|Goldberg|AGoldberg1|456?dog169
Anton|Lam|ALam2|pink543red210
Anton|Madappa|AMadappa2|342654234179
Anton|Moore|AMoore1|blue876pink266
Anton|Mounasamy|AMounasamy1|greenlikesred623
Anton|Skeoch|ASkeoch2|789456cat989
Anton|Young|AYoung1|xyz432alice277
Anton|Zhang|AZhang4|321eatscat641
Betty|Majeed|BMajeed1|432*789377
Betty|Mazhar|BMazhar1|dog234987968
